,Alto Biobio,Antuco,Arauco,Cabrero,Canete,Chiguayante,Concepcion,Contulmo,Coronel,Curanilahue,Florida,Hualpen,Hualqui,Laja,Lebu,Los Alamos,Los Angeles,Lota,Mulchen,Nacimiento,Negrete,Penco,Quilaco,Quilleco,San Pedro de la Paz,San Rosendo,Santa Barbara,Santa Juana,Talcahuano,Tirua,Tome,Tucapel,Yumbel,Desconocido Biobio,Total
2022-03-18,0.0,0.0,1.0,0.0,1.0,3.0,5.0,0.0,5.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,4.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,47.0
2022-03-21,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,6.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,44.0
2022-03-25,0.0,0.0,1.0,2.0,1.0,2.0,8.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,5.0,3.0,3.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,48.0
2022-03-28,1.0,0.0,4.0,0.0,2.0,2.0,6.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,10.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,51.0
2022-04-01,1.0,0.0,4.0,1.0,0.0,5.0,7.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,2.0,6.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,0.0,3.0,2.0,0.0,0.0,59.0
2022-04-04,0.0,0.0,0.0,2.0,2.0,2.0,5.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,5.0,0.0,3.0,0.0,1.0,0.0,37.0
2022-04-08,2.0,0.0,2.0,0.0,2.0,1.0,7.0,1.0,6.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,41.0
2022-04-11,0.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,33.0
2022-04-15,0.0,0.0,1.0,1.0,1.0,2.0,5.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,0.0,0.0,36.0
2022-04-18,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0
2022-04-22,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,31.0
2022-04-25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0
2022-04-29,0.0,0.0,1.0,0.0,1.0,4.0,6.0,0.0,6.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,4.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,6.0,0.0,2.0,1.0,1.0,0.0,52.0
2022-05-02,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,22.0
2022-05-06,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,30.0
2022-05-09,0.0,0.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,28.0
2022-05-13,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,27.0
2022-05-16,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,17.0
2022-05-20,0.0,0.0,3.0,0.0,0.0,5.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,31.0
2022-05-23,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,9.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,30.0
2022-05-27,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,31.0
2022-05-30,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,26.0
2022-06-03,0.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,33.0
2022-06-06,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,22.0
2022-06-10,0.0,0.0,1.0,0.0,1.0,2.0,5.0,1.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,32.0
2022-06-13,0.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,26.0
2022-06-17,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0
2022-06-20,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,2.0,1.0,0.0,0.0,28.0
2022-06-24,0.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,23.0
2022-06-27,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,27.0
2022-07-01,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,22.0
2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,30.0
2022-07-08,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,25.0
2022-07-11,0.0,0.0,1.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,35.0
2022-07-15,0.0,0.0,2.0,0.0,2.0,1.0,5.0,0.0,4.0,0.0,2.0,3.0,0.0,2.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,36.0
2022-07-18,0.0,0.0,0.0,0.0,1.0,2.0,11.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,0.0,0.0,40.0
2022-07-22,1.0,0.0,0.0,1.0,0.0,2.0,5.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,30.0
2022-07-25,0.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,29.0
2022-07-29,0.0,0.0,0.0,0.0,1.0,3.0,8.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,33.0
2022-08-01,0.0,0.0,2.0,0.0,1.0,2.0,5.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,2.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,38.0
2022-08-05,0.0,0.0,0.0,2.0,1.0,2.0,7.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,32.0
2022-08-08,0.0,0.0,2.0,0.0,0.0,4.0,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,29.0
2022-08-12,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,32.0
2022-08-15,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0
2022-08-19,0.0,0.0,1.0,0.0,0.0,2.0,8.0,0.0,5.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,39.0
2022-08-22,0.0,1.0,1.0,0.0,0.0,1.0,7.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,34.0
2022-08-26,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,30.0
2022-08-29,0.0,0.0,2.0,1.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,31.0
2022-09-02,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,4.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,29.0
2022-09-05,0.0,0.0,2.0,1.0,1.0,2.0,8.0,0.0,2.0,2.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,3.0,2.0,0.0,0.0,45.0
2022-09-09,1.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,29.0
2022-09-12,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,30.0
2022-09-19,0.0,0.0,2.0,3.0,1.0,0.0,8.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,2.0,1.0,1.0,0.0,45.0
2022-09-23,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,29.0
2022-09-26,0.0,0.0,2.0,2.0,1.0,1.0,8.0,1.0,6.0,3.0,1.0,4.0,0.0,1.0,1.0,0.0,8.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,5.0,1.0,0.0,0.0,62.0
2022-10-03,0.0,0.0,0.0,0.0,1.0,7.0,13.0,0.0,2.0,1.0,0.0,7.0,3.0,0.0,3.0,1.0,7.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,2.0,0.0,67.0
2022-10-10,0.0,0.0,4.0,2.0,1.0,4.0,8.0,0.0,3.0,2.0,1.0,4.0,2.0,0.0,2.0,1.0,6.0,3.0,0.0,4.0,0.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,70.0
2022-10-14,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,29.0
2022-10-17,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,30.0
2022-10-21,0.0,0.0,1.0,0.0,1.0,4.0,9.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,6.0,1.0,2.0,0.0,45.0
2022-10-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,22.0
2022-10-28,0.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,1.0,2.0,0.0,1.0,0.0,39.0
2022-10-31,1.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0
2022-11-04,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,9.0
2022-11-07,0.0,0.0,1.0,1.0,2.0,3.0,14.0,0.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,8.0,5.0,1.0,2.0,0.0,4.0,1.0,0.0,5.0,0.0,2.0,2.0,5.0,1.0,3.0,1.0,2.0,0.0,73.0
2022-11-11,0.0,0.0,2.0,1.0,0.0,1.0,7.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,33.0
2022-11-14,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,30.0
2022-11-18,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,30.0
2022-11-21,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,4.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,4.0,1.0,0.0,0.0,38.0
2022-11-25,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,3.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,34.0
2022-11-28,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,34.0
2022-12-02,0.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,1.0,0.0,38.0
2022-12-05,0.0,0.0,2.0,0.0,1.0,0.0,6.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,29.0
2022-12-09,0.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,8.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,4.0,1.0,0.0,0.0,39.0
2022-12-12,1.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,29.0
2022-12-16,0.0,0.0,0.0,1.0,2.0,1.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,2.0,0.0,33.0
2022-12-19,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,37.0
2022-12-23,0.0,0.0,4.0,0.0,1.0,2.0,3.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,36.0
2022-12-26,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,31.0
2022-12-30,0.0,0.0,3.0,2.0,1.0,1.0,5.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,13.0,5.0,1.0,1.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,8.0,1.0,4.0,1.0,0.0,0.0,66.0
2023-01-05,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0
2023-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
