,Angol,Carahue,Cholchol,Collipulli,Cunco,Curacautin,Curarrehue,Ercilla,Freire,Galvarino,Gorbea,Lautaro,Loncoche,Lonquimay,Los Sauces,Lumaco,Melipeuco,Nueva Imperial,Padre Las Casas,Perquenco,Pitrufquen,Pucon,Puren,Renaico,Saavedra,Temuco,Teodoro Schmidt,Tolten,Traiguen,Victoria,Vilcun,Villarrica,Desconocido Araucania
2021-03-05,139.0,32.0,24.0,66.0,37.0,9.0,1.0,18.0,60.0,4.0,11.0,46.0,44.0,11.0,9.0,12.0,14.0,53.0,176.0,12.0,94.0,31.0,44.0,47.0,29.0,640.0,26.0,23.0,42.0,63.0,71.0,153.0,-30.0
2021-03-08,75.0,20.0,16.0,61.0,31.0,13.0,13.0,16.0,22.0,12.0,16.0,38.0,18.0,13.0,38.0,20.0,3.0,57.0,143.0,11.0,71.0,20.0,22.0,29.0,26.0,462.0,5.0,16.0,51.0,43.0,69.0,97.0,16.0
2021-03-12,113.0,34.0,6.0,62.0,58.0,28.0,15.0,24.0,76.0,30.0,13.0,47.0,44.0,24.0,29.0,19.0,13.0,62.0,197.0,22.0,115.0,17.0,10.0,43.0,35.0,725.0,13.0,38.0,49.0,50.0,93.0,96.0,-24.0
2021-03-15,65.0,29.0,16.0,54.0,40.0,24.0,20.0,23.0,47.0,30.0,15.0,46.0,22.0,30.0,13.0,45.0,5.0,46.0,140.0,7.0,67.0,23.0,14.0,29.0,31.0,537.0,10.0,20.0,20.0,32.0,68.0,80.0,20.0
2021-03-19,74.0,41.0,13.0,74.0,54.0,25.0,30.0,23.0,84.0,34.0,12.0,58.0,47.0,22.0,16.0,45.0,9.0,44.0,255.0,16.0,86.0,53.0,6.0,20.0,29.0,844.0,11.0,19.0,42.0,37.0,91.0,83.0,-18.0
2021-03-22,63.0,37.0,17.0,60.0,29.0,18.0,5.0,35.0,64.0,31.0,32.0,26.0,55.0,9.0,5.0,21.0,5.0,55.0,204.0,16.0,56.0,24.0,11.0,23.0,28.0,708.0,9.0,5.0,34.0,38.0,67.0,93.0,98.0
2021-03-26,115.0,39.0,25.0,66.0,56.0,35.0,12.0,45.0,80.0,61.0,36.0,69.0,35.0,5.0,12.0,39.0,23.0,78.0,330.0,20.0,77.0,33.0,10.0,23.0,31.0,857.0,39.0,21.0,35.0,62.0,80.0,99.0,-55.0
2021-03-29,75.0,44.0,22.0,55.0,23.0,26.0,10.0,31.0,50.0,53.0,17.0,72.0,31.0,13.0,12.0,35.0,18.0,48.0,151.0,28.0,53.0,47.0,13.0,19.0,28.0,642.0,22.0,7.0,27.0,52.0,108.0,78.0,97.0
2021-04-02,107.0,46.0,12.0,75.0,28.0,9.0,20.0,27.0,71.0,42.0,25.0,102.0,32.0,9.0,27.0,30.0,15.0,69.0,232.0,24.0,85.0,45.0,15.0,27.0,14.0,913.0,19.0,12.0,44.0,65.0,110.0,95.0,-56.0
2021-04-05,72.0,52.0,4.0,39.0,38.0,14.0,19.0,18.0,50.0,52.0,19.0,92.0,42.0,16.0,4.0,27.0,18.0,37.0,157.0,9.0,42.0,43.0,20.0,19.0,9.0,622.0,24.0,12.0,22.0,29.0,63.0,61.0,15.0
2021-04-09,132.0,50.0,21.0,44.0,47.0,39.0,27.0,21.0,50.0,53.0,21.0,92.0,35.0,16.0,10.0,25.0,7.0,65.0,252.0,10.0,96.0,52.0,16.0,33.0,7.0,965.0,18.0,10.0,46.0,39.0,94.0,58.0,-62.0
2021-04-12,117.0,29.0,16.0,39.0,44.0,19.0,28.0,18.0,35.0,45.0,40.0,105.0,20.0,1.0,3.0,25.0,19.0,44.0,158.0,11.0,49.0,23.0,19.0,27.0,15.0,553.0,21.0,13.0,42.0,36.0,80.0,52.0,112.0
2021-04-16,155.0,68.0,10.0,90.0,73.0,43.0,12.0,49.0,43.0,24.0,38.0,134.0,40.0,4.0,6.0,17.0,15.0,59.0,243.0,31.0,54.0,68.0,13.0,32.0,27.0,983.0,21.0,14.0,41.0,89.0,99.0,95.0,-56.0
2021-04-19,121.0,47.0,16.0,59.0,30.0,25.0,9.0,24.0,58.0,32.0,36.0,113.0,28.0,1.0,5.0,16.0,12.0,75.0,202.0,14.0,46.0,44.0,20.0,40.0,17.0,675.0,18.0,9.0,23.0,49.0,84.0,89.0,62.0
2021-04-23,150.0,61.0,5.0,80.0,42.0,19.0,8.0,20.0,33.0,16.0,12.0,147.0,39.0,9.0,25.0,18.0,9.0,63.0,239.0,35.0,55.0,54.0,21.0,66.0,21.0,818.0,7.0,13.0,34.0,91.0,83.0,119.0,-64.0
2021-04-26,126.0,63.0,12.0,43.0,12.0,28.0,16.0,10.0,39.0,33.0,23.0,154.0,17.0,8.0,7.0,19.0,9.0,67.0,160.0,20.0,24.0,23.0,21.0,62.0,11.0,482.0,9.0,9.0,28.0,37.0,67.0,98.0,-19.0
2021-04-30,200.0,66.0,14.0,82.0,1.0,27.0,31.0,42.0,33.0,32.0,34.0,105.0,28.0,5.0,13.0,31.0,9.0,70.0,234.0,40.0,51.0,44.0,31.0,49.0,14.0,518.0,6.0,25.0,59.0,109.0,52.0,74.0,-3.0
2021-05-03,129.0,58.0,19.0,59.0,4.0,46.0,31.0,43.0,25.0,34.0,29.0,106.0,26.0,7.0,6.0,31.0,7.0,49.0,142.0,16.0,30.0,11.0,13.0,75.0,7.0,427.0,8.0,18.0,36.0,63.0,49.0,90.0,9.0
2021-05-07,122.0,71.0,13.0,72.0,11.0,27.0,21.0,28.0,37.0,36.0,25.0,102.0,29.0,13.0,22.0,18.0,5.0,48.0,159.0,19.0,63.0,26.0,17.0,46.0,18.0,459.0,42.0,19.0,55.0,92.0,86.0,113.0,-45.0
2021-05-10,74.0,51.0,8.0,83.0,6.0,32.0,7.0,27.0,42.0,24.0,36.0,96.0,29.0,12.0,25.0,4.0,2.0,63.0,116.0,16.0,35.0,15.0,19.0,47.0,10.0,290.0,11.0,41.0,28.0,72.0,44.0,75.0,17.0
2021-05-14,104.0,34.0,9.0,65.0,8.0,21.0,29.0,27.0,38.0,42.0,13.0,68.0,52.0,11.0,28.0,4.0,4.0,51.0,144.0,19.0,18.0,36.0,33.0,135.0,15.0,405.0,29.0,44.0,47.0,85.0,78.0,87.0,-15.0
2021-05-17,87.0,38.0,9.0,31.0,8.0,12.0,5.0,18.0,31.0,54.0,18.0,65.0,38.0,13.0,21.0,1.0,3.0,44.0,125.0,5.0,33.0,43.0,17.0,72.0,10.0,288.0,21.0,37.0,34.0,127.0,30.0,72.0,11.0
2021-05-21,107.0,29.0,24.0,66.0,23.0,32.0,22.0,25.0,37.0,81.0,19.0,68.0,56.0,9.0,28.0,9.0,3.0,66.0,149.0,12.0,41.0,38.0,20.0,49.0,11.0,382.0,19.0,50.0,43.0,77.0,63.0,98.0,-8.0
2021-05-24,79.0,16.0,16.0,30.0,18.0,20.0,4.0,16.0,20.0,81.0,18.0,51.0,27.0,7.0,18.0,7.0,1.0,44.0,86.0,13.0,36.0,63.0,7.0,22.0,32.0,259.0,8.0,7.0,26.0,65.0,26.0,68.0,27.0
2021-05-28,138.0,25.0,13.0,71.0,21.0,19.0,34.0,22.0,25.0,56.0,20.0,76.0,44.0,6.0,11.0,3.0,13.0,74.0,163.0,15.0,37.0,81.0,21.0,47.0,36.0,369.0,28.0,29.0,33.0,73.0,62.0,98.0,-32.0
2021-05-31,78.0,31.0,21.0,43.0,23.0,19.0,18.0,23.0,40.0,94.0,17.0,54.0,35.0,21.0,11.0,9.0,11.0,55.0,113.0,10.0,60.0,80.0,18.0,29.0,38.0,268.0,20.0,11.0,26.0,28.0,50.0,86.0,15.0
2021-06-04,85.0,42.0,20.0,74.0,15.0,22.0,19.0,35.0,40.0,45.0,33.0,51.0,42.0,8.0,11.0,4.0,17.0,52.0,108.0,17.0,67.0,111.0,12.0,28.0,44.0,363.0,23.0,28.0,37.0,35.0,62.0,83.0,-10.0
2021-06-07,81.0,35.0,14.0,60.0,16.0,27.0,38.0,23.0,36.0,62.0,14.0,47.0,27.0,34.0,24.0,10.0,5.0,40.0,93.0,14.0,35.0,89.0,9.0,30.0,30.0,243.0,36.0,22.0,6.0,24.0,35.0,112.0,43.0
2021-06-11,75.0,27.0,8.0,40.0,25.0,29.0,14.0,15.0,51.0,42.0,25.0,56.0,52.0,32.0,20.0,11.0,11.0,32.0,110.0,24.0,38.0,122.0,7.0,6.0,32.0,291.0,43.0,31.0,19.0,21.0,28.0,121.0,-50.0
2021-06-14,34.0,36.0,18.0,72.0,18.0,30.0,16.0,9.0,51.0,41.0,35.0,37.0,24.0,26.0,15.0,5.0,8.0,27.0,66.0,5.0,41.0,99.0,0.0,4.0,30.0,229.0,18.0,10.0,18.0,35.0,38.0,148.0,17.0
2021-06-18,40.0,34.0,19.0,65.0,28.0,30.0,24.0,22.0,51.0,28.0,17.0,46.0,31.0,21.0,18.0,9.0,9.0,33.0,94.0,6.0,54.0,127.0,9.0,8.0,27.0,278.0,38.0,25.0,26.0,27.0,46.0,148.0,-9.0
2021-06-21,28.0,41.0,19.0,31.0,35.0,12.0,25.0,18.0,34.0,30.0,22.0,32.0,41.0,35.0,23.0,4.0,10.0,24.0,107.0,11.0,34.0,58.0,1.0,18.0,27.0,217.0,32.0,29.0,23.0,18.0,30.0,141.0,26.0
2021-06-25,32.0,44.0,14.0,64.0,33.0,24.0,10.0,7.0,30.0,22.0,21.0,45.0,45.0,15.0,17.0,4.0,1.0,30.0,81.0,9.0,46.0,51.0,5.0,13.0,24.0,238.0,55.0,19.0,16.0,24.0,46.0,140.0,-27.0
2021-06-28,57.0,23.0,7.0,37.0,10.0,30.0,17.0,20.0,42.0,33.0,25.0,65.0,28.0,26.0,17.0,6.0,7.0,14.0,54.0,8.0,30.0,54.0,2.0,11.0,18.0,218.0,23.0,17.0,19.0,23.0,22.0,156.0,8.0
2021-07-02,29.0,17.0,14.0,37.0,3.0,17.0,11.0,6.0,12.0,37.0,5.0,45.0,30.0,21.0,9.0,2.0,0.0,40.0,61.0,5.0,27.0,64.0,2.0,23.0,19.0,187.0,50.0,16.0,22.0,21.0,25.0,114.0,-9.0
2021-07-05,25.0,13.0,8.0,31.0,1.0,13.0,18.0,9.0,11.0,44.0,17.0,47.0,24.0,20.0,10.0,8.0,0.0,13.0,44.0,5.0,17.0,50.0,1.0,3.0,8.0,165.0,9.0,13.0,11.0,11.0,31.0,111.0,5.0
2021-07-09,25.0,25.0,12.0,37.0,7.0,23.0,12.0,11.0,17.0,12.0,30.0,34.0,37.0,27.0,4.0,5.0,0.0,41.0,58.0,9.0,30.0,41.0,10.0,0.0,16.0,144.0,44.0,29.0,12.0,14.0,30.0,86.0,-10.0
2021-07-12,-11.0,-4.0,3.0,-23.0,-18.0,6.0,2.0,-4.0,6.0,0.0,14.0,11.0,-6.0,2.0,1.0,7.0,0.0,8.0,-26.0,4.0,-2.0,9.0,7.0,-3.0,-1.0,-96.0,24.0,-3.0,3.0,2.0,-17.0,21.0,20.0
2021-07-16,1.0,0.0,3.0,-14.0,7.0,7.0,3.0,2.0,3.0,0.0,10.0,11.0,20.0,18.0,2.0,5.0,15.0,7.0,7.0,0.0,14.0,15.0,9.0,1.0,5.0,0.0,53.0,-7.0,5.0,1.0,8.0,65.0,-19.0
2021-07-19,9.0,-1.0,1.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,9.0,5.0,6.0,23.0,0.0,5.0,4.0,17.0,9.0,3.0,8.0,21.0,19.0,0.0,5.0,50.0,23.0,10.0,7.0,3.0,4.0,38.0,7.0
2021-07-23,8.0,16.0,11.0,3.0,4.0,4.0,7.0,4.0,9.0,4.0,1.0,4.0,9.0,26.0,1.0,0.0,3.0,11.0,36.0,5.0,8.0,15.0,8.0,2.0,4.0,114.0,6.0,16.0,6.0,6.0,17.0,45.0,-9.0
2021-07-26,9.0,7.0,4.0,7.0,4.0,3.0,8.0,7.0,3.0,7.0,1.0,10.0,2.0,7.0,0.0,2.0,0.0,5.0,23.0,5.0,8.0,16.0,-1.0,0.0,4.0,44.0,16.0,5.0,4.0,8.0,9.0,25.0,6.0
2021-07-30,13.0,7.0,3.0,1.0,10.0,4.0,10.0,0.0,9.0,4.0,4.0,9.0,14.0,10.0,6.0,1.0,-1.0,12.0,50.0,3.0,9.0,9.0,7.0,-1.0,4.0,73.0,14.0,12.0,14.0,3.0,9.0,22.0,-2.0
2021-08-02,12.0,6.0,2.0,1.0,9.0,0.0,8.0,0.0,5.0,2.0,3.0,11.0,4.0,21.0,2.0,1.0,1.0,3.0,16.0,0.0,8.0,20.0,2.0,0.0,0.0,36.0,21.0,2.0,3.0,3.0,7.0,13.0,0.0
2021-08-06,14.0,5.0,1.0,1.0,24.0,1.0,8.0,3.0,13.0,6.0,1.0,6.0,9.0,15.0,0.0,4.0,2.0,-2.0,17.0,0.0,2.0,18.0,7.0,0.0,-1.0,72.0,6.0,4.0,2.0,4.0,20.0,16.0,-2.0
2021-08-09,5.0,3.0,1.0,4.0,9.0,3.0,4.0,3.0,-2.0,2.0,0.0,6.0,4.0,14.0,0.0,0.0,1.0,3.0,19.0,0.0,3.0,8.0,0.0,0.0,0.0,39.0,7.0,0.0,4.0,3.0,4.0,17.0,1.0
2021-08-13,2.0,1.0,7.0,6.0,-2.0,5.0,6.0,0.0,1.0,0.0,0.0,4.0,1.0,-1.0,0.0,0.0,0.0,3.0,5.0,1.0,5.0,3.0,1.0,0.0,0.0,40.0,8.0,2.0,7.0,14.0,6.0,11.0,-20.0
2021-08-16,-1.0,1.0,2.0,11.0,1.0,10.0,1.0,1.0,-1.0,2.0,5.0,2.0,1.0,7.0,0.0,2.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,19.0,6.0,2.0,1.0,9.0,1.0,6.0,0.0
2021-08-20,2.0,0.0,1.0,3.0,4.0,15.0,0.0,0.0,1.0,4.0,1.0,10.0,1.0,11.0,0.0,1.0,1.0,5.0,6.0,1.0,-1.0,4.0,0.0,0.0,7.0,25.0,2.0,2.0,9.0,5.0,5.0,6.0,0.0
