,Chepica,Chimbarongo,Codegua,Coinco,Coltauco,Donihue,Graneros,La Estrella,Las Cabras,Litueche,Lolol,Machali,Malloa,Marchihue,Mostazal,Nancagua,Navidad,Olivar,Palmilla,Paredones,Peralillo,Peumo,Pichidegua,Pichilemu,Placilla,Pumanque,Quinta de Tilcoco,Rancagua,Rengo,Requinoa,San Fernando,San Vicente,Santa Cruz,Desconocido O’Higgins
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2020-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0
2020-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-13,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
2020-04-15,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-20,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-2.0,7.0,1.0,1.0,1.0,0.0,-1.0,0.0
2020-04-24,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,-1.0,0.0,1.0,0.0
2020-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0
2020-05-01,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,4.0,0.0,0.0
2020-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,1.0,0.0,0.0
2020-05-08,0.0,0.0,0.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,-1.0,1.0,0.0,2.0,0.0,0.0
2020-05-11,0.0,0.0,1.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,2.0,0.0,0.0,3.0,1.0,0.0
2020-05-15,1.0,3.0,0.0,2.0,6.0,4.0,6.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,4.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,46.0,3.0,3.0,4.0,6.0,2.0,0.0
2020-05-18,2.0,0.0,1.0,1.0,7.0,4.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,42.0,7.0,1.0,4.0,5.0,1.0,0.0
2020-05-22,3.0,1.0,2.0,3.0,0.0,6.0,5.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,25.0,1.0,1.0,0.0,10.0,5.0,0.0
2020-05-25,0.0,5.0,0.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,48.0,5.0,0.0,3.0,5.0,1.0,0.0
2020-05-29,0.0,5.0,2.0,5.0,5.0,8.0,9.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,83.0,8.0,9.0,8.0,3.0,1.0,0.0
2020-06-01,2.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,28.0,3.0,1.0,9.0,2.0,2.0,0.0
2020-06-05,-2.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,5.0,2.0,7.0,17.0,0.0,1.0,4.0,3.0,2.0,5.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,2.0,88.0,9.0,11.0,12.0,6.0,4.0,0.0
2020-06-08,2.0,9.0,3.0,2.0,2.0,10.0,14.0,0.0,3.0,1.0,1.0,22.0,0.0,3.0,10.0,2.0,5.0,2.0,0.0,1.0,3.0,1.0,0.0,3.0,5.0,0.0,0.0,105.0,4.0,5.0,11.0,1.0,3.0,0.0
2020-06-12,1.0,10.0,4.0,4.0,3.0,5.0,11.0,2.0,0.0,4.0,1.0,12.0,4.0,0.0,4.0,9.0,2.0,3.0,2.0,1.0,12.0,1.0,3.0,1.0,3.0,0.0,1.0,195.0,31.0,7.0,14.0,15.0,13.0,0.0
2020-06-15,12.0,4.0,7.0,3.0,6.0,6.0,24.0,4.0,3.0,3.0,3.0,19.0,1.0,3.0,14.0,16.0,7.0,6.0,4.0,2.0,8.0,3.0,0.0,1.0,4.0,1.0,2.0,162.0,16.0,8.0,9.0,14.0,11.0,0.0
2020-06-19,16.0,11.0,14.0,10.0,12.0,37.0,57.0,4.0,14.0,15.0,9.0,99.0,14.0,5.0,40.0,6.0,15.0,24.0,5.0,3.0,7.0,3.0,9.0,5.0,9.0,1.0,7.0,817.0,92.0,47.0,31.0,41.0,19.0,122.0
2020-06-23,13.0,14.0,18.0,8.0,20.0,45.0,54.0,0.0,17.0,10.0,3.0,128.0,2.0,0.0,24.0,1.0,9.0,10.0,4.0,2.0,4.0,2.0,9.0,9.0,0.0,1.0,10.0,756.0,81.0,41.0,25.0,42.0,12.0,28.0
2020-06-28,8.0,19.0,27.0,15.0,10.0,48.0,50.0,9.0,29.0,9.0,12.0,194.0,17.0,0.0,28.0,4.0,1.0,27.0,7.0,0.0,1.0,5.0,21.0,4.0,3.0,0.0,16.0,780.0,110.0,65.0,54.0,41.0,11.0,-150.0
2020-07-01,8.0,9.0,13.0,5.0,9.0,21.0,21.0,5.0,10.0,2.0,1.0,87.0,4.0,1.0,10.0,2.0,0.0,15.0,1.0,0.0,2.0,1.0,7.0,1.0,3.0,0.0,9.0,377.0,35.0,18.0,20.0,13.0,4.0,168.0
2020-07-05,13.0,14.0,16.0,6.0,9.0,57.0,28.0,5.0,25.0,4.0,5.0,104.0,6.0,0.0,21.0,10.0,0.0,20.0,1.0,0.0,4.0,2.0,18.0,1.0,5.0,0.0,10.0,526.0,103.0,37.0,34.0,31.0,15.0,-39.0
2020-07-10,19.0,16.0,13.0,12.0,20.0,31.0,57.0,1.0,16.0,12.0,0.0,71.0,9.0,3.0,22.0,8.0,20.0,36.0,4.0,3.0,1.0,4.0,22.0,9.0,10.0,0.0,12.0,538.0,169.0,37.0,50.0,29.0,20.0,-43.0
2020-07-13,13.0,9.0,9.0,7.0,3.0,12.0,26.0,0.0,23.0,0.0,0.0,33.0,11.0,1.0,9.0,5.0,-1.0,5.0,1.0,0.0,1.0,8.0,10.0,3.0,2.0,0.0,7.0,250.0,59.0,20.0,19.0,28.0,6.0,11.0
2020-07-17,17.0,12.0,28.0,4.0,17.0,29.0,20.0,0.0,10.0,0.0,0.0,41.0,12.0,2.0,18.0,4.0,3.0,6.0,4.0,1.0,2.0,7.0,12.0,2.0,3.0,0.0,5.0,221.0,92.0,28.0,29.0,22.0,16.0,-1.0
2020-07-20,7.0,7.0,7.0,6.0,10.0,21.0,10.0,2.0,11.0,1.0,0.0,15.0,5.0,3.0,3.0,3.0,2.0,2.0,0.0,4.0,2.0,8.0,4.0,3.0,1.0,0.0,3.0,100.0,16.0,3.0,13.0,15.0,1.0,-6.0
2020-07-24,4.0,10.0,19.0,7.0,25.0,16.0,31.0,1.0,9.0,3.0,1.0,43.0,15.0,5.0,9.0,5.0,0.0,8.0,2.0,1.0,0.0,8.0,12.0,1.0,6.0,0.0,9.0,211.0,55.0,18.0,38.0,63.0,16.0,-4.0
2020-07-27,9.0,8.0,6.0,4.0,19.0,7.0,6.0,0.0,4.0,1.0,0.0,11.0,10.0,0.0,4.0,0.0,-1.0,6.0,0.0,0.0,0.0,2.0,10.0,0.0,2.0,0.0,9.0,78.0,48.0,11.0,29.0,20.0,10.0,3.0
2020-07-31,4.0,10.0,6.0,1.0,12.0,17.0,8.0,1.0,7.0,1.0,2.0,20.0,13.0,2.0,11.0,3.0,0.0,3.0,4.0,2.0,1.0,5.0,12.0,0.0,0.0,0.0,3.0,42.0,20.0,15.0,27.0,30.0,13.0,10.0
2020-08-03,-1.0,3.0,5.0,5.0,21.0,17.0,4.0,1.0,10.0,3.0,1.0,21.0,2.0,0.0,6.0,2.0,1.0,9.0,3.0,2.0,5.0,4.0,5.0,0.0,0.0,0.0,5.0,60.0,18.0,10.0,23.0,19.0,18.0,2.0
2020-08-07,4.0,9.0,16.0,6.0,19.0,10.0,12.0,0.0,15.0,8.0,7.0,10.0,1.0,0.0,6.0,5.0,0.0,6.0,8.0,5.0,2.0,14.0,47.0,0.0,2.0,0.0,9.0,122.0,46.0,15.0,53.0,37.0,21.0,-14.0
2020-08-10,2.0,6.0,4.0,3.0,22.0,3.0,14.0,0.0,21.0,0.0,1.0,15.0,6.0,0.0,8.0,9.0,0.0,10.0,5.0,1.0,1.0,7.0,29.0,1.0,3.0,0.0,6.0,150.0,61.0,6.0,30.0,71.0,21.0,0.0
2020-08-14,5.0,7.0,6.0,9.0,12.0,15.0,31.0,0.0,27.0,4.0,2.0,13.0,8.0,1.0,8.0,1.0,0.0,11.0,7.0,1.0,1.0,8.0,28.0,0.0,3.0,1.0,1.0,138.0,67.0,9.0,43.0,59.0,26.0,-1.0
2020-08-17,3.0,0.0,10.0,-5.0,16.0,9.0,15.0,1.0,15.0,0.0,2.0,7.0,0.0,0.0,4.0,4.0,0.0,8.0,4.0,0.0,2.0,5.0,5.0,0.0,1.0,0.0,2.0,79.0,12.0,5.0,33.0,16.0,10.0,-1.0
2020-08-21,9.0,7.0,14.0,2.0,15.0,12.0,20.0,0.0,53.0,0.0,1.0,8.0,7.0,0.0,11.0,6.0,0.0,10.0,9.0,2.0,5.0,9.0,28.0,1.0,0.0,0.0,2.0,159.0,24.0,4.0,29.0,24.0,18.0,-23.0
2020-08-24,9.0,7.0,6.0,0.0,29.0,8.0,13.0,1.0,8.0,0.0,1.0,8.0,1.0,0.0,3.0,6.0,0.0,9.0,17.0,2.0,1.0,11.0,12.0,2.0,2.0,0.0,0.0,126.0,13.0,8.0,26.0,24.0,25.0,-20.0
2020-08-28,11.0,4.0,23.0,7.0,13.0,8.0,25.0,0.0,18.0,0.0,4.0,13.0,13.0,0.0,20.0,1.0,0.0,4.0,19.0,0.0,2.0,17.0,44.0,2.0,2.0,0.0,0.0,121.0,21.0,9.0,46.0,34.0,36.0,0.0
2020-08-31,8.0,8.0,3.0,4.0,20.0,10.0,8.0,1.0,21.0,0.0,1.0,18.0,1.0,2.0,3.0,11.0,0.0,2.0,15.0,0.0,2.0,10.0,14.0,1.0,0.0,1.0,2.0,83.0,11.0,9.0,29.0,29.0,19.0,3.0
2020-09-04,3.0,6.0,4.0,4.0,11.0,12.0,18.0,0.0,34.0,0.0,3.0,26.0,6.0,5.0,4.0,13.0,0.0,9.0,10.0,0.0,4.0,17.0,31.0,3.0,2.0,0.0,2.0,141.0,23.0,7.0,49.0,14.0,55.0,4.0
2020-09-07,7.0,3.0,7.0,3.0,12.0,11.0,16.0,0.0,11.0,0.0,1.0,20.0,5.0,3.0,8.0,10.0,0.0,2.0,4.0,0.0,3.0,12.0,31.0,0.0,10.0,1.0,0.0,102.0,17.0,5.0,23.0,18.0,25.0,-1.0
2020-09-11,2.0,8.0,9.0,7.0,5.0,11.0,22.0,0.0,30.0,0.0,2.0,12.0,5.0,-1.0,22.0,10.0,2.0,6.0,10.0,0.0,5.0,14.0,32.0,3.0,13.0,3.0,2.0,159.0,12.0,4.0,46.0,28.0,38.0,0.0
2020-09-14,3.0,10.0,5.0,2.0,9.0,18.0,12.0,0.0,12.0,2.0,0.0,22.0,5.0,3.0,6.0,9.0,0.0,3.0,11.0,0.0,6.0,17.0,35.0,3.0,11.0,1.0,5.0,158.0,16.0,6.0,42.0,12.0,32.0,2.0
2020-09-18,3.0,10.0,11.0,3.0,19.0,26.0,14.0,0.0,25.0,0.0,0.0,16.0,8.0,2.0,16.0,4.0,-1.0,7.0,9.0,3.0,0.0,25.0,36.0,3.0,5.0,0.0,8.0,172.0,15.0,8.0,70.0,23.0,42.0,4.0
2020-09-21,4.0,7.0,7.0,3.0,6.0,1.0,14.0,0.0,15.0,0.0,0.0,6.0,5.0,0.0,3.0,3.0,0.0,8.0,4.0,0.0,3.0,16.0,18.0,5.0,7.0,0.0,2.0,132.0,8.0,4.0,48.0,26.0,17.0,1.0
2020-09-25,18.0,11.0,6.0,2.0,3.0,6.0,29.0,0.0,30.0,2.0,0.0,29.0,11.0,0.0,8.0,9.0,0.0,18.0,2.0,0.0,9.0,16.0,23.0,-2.0,1.0,0.0,8.0,199.0,25.0,3.0,64.0,33.0,10.0,3.0
2020-09-28,11.0,5.0,6.0,1.0,6.0,9.0,18.0,1.0,10.0,2.0,0.0,12.0,3.0,0.0,6.0,4.0,1.0,18.0,1.0,3.0,9.0,8.0,26.0,1.0,3.0,0.0,2.0,130.0,15.0,6.0,49.0,5.0,12.0,0.0
2020-10-02,8.0,15.0,4.0,0.0,10.0,14.0,18.0,4.0,18.0,1.0,0.0,11.0,13.0,1.0,8.0,6.0,1.0,8.0,3.0,4.0,10.0,10.0,17.0,3.0,10.0,0.0,0.0,157.0,28.0,15.0,76.0,29.0,10.0,1.0
2020-10-05,7.0,14.0,3.0,0.0,2.0,12.0,18.0,0.0,13.0,1.0,0.0,14.0,14.0,0.0,2.0,1.0,0.0,6.0,0.0,2.0,0.0,8.0,9.0,1.0,2.0,0.0,2.0,82.0,17.0,11.0,36.0,14.0,3.0,10.0
2020-10-09,1.0,6.0,6.0,2.0,10.0,12.0,36.0,-1.0,8.0,2.0,0.0,23.0,3.0,0.0,3.0,4.0,1.0,6.0,1.0,4.0,1.0,5.0,7.0,5.0,3.0,0.0,6.0,96.0,40.0,13.0,49.0,25.0,10.0,-8.0
2020-10-12,1.0,12.0,8.0,2.0,0.0,6.0,8.0,0.0,12.0,-2.0,1.0,15.0,2.0,1.0,11.0,3.0,-1.0,3.0,1.0,0.0,8.0,4.0,8.0,-1.0,3.0,1.0,3.0,81.0,23.0,6.0,29.0,35.0,3.0,0.0
2020-10-16,5.0,11.0,4.0,4.0,7.0,14.0,13.0,1.0,10.0,-1.0,6.0,12.0,1.0,0.0,3.0,5.0,2.0,6.0,8.0,1.0,4.0,7.0,8.0,0.0,4.0,0.0,0.0,82.0,22.0,3.0,28.0,23.0,8.0,1.0
2020-10-19,3.0,7.0,10.0,2.0,11.0,19.0,5.0,0.0,15.0,0.0,7.0,13.0,4.0,0.0,15.0,1.0,0.0,7.0,2.0,2.0,5.0,11.0,26.0,4.0,1.0,0.0,6.0,95.0,29.0,10.0,38.0,33.0,10.0,0.0
2020-10-24,3.0,17.0,6.0,0.0,9.0,5.0,8.0,0.0,19.0,1.0,7.0,7.0,22.0,0.0,12.0,8.0,2.0,5.0,3.0,2.0,3.0,19.0,17.0,7.0,0.0,0.0,6.0,114.0,40.0,6.0,62.0,42.0,9.0,-2.0
2020-10-26,0.0,4.0,0.0,2.0,4.0,7.0,10.0,0.0,12.0,0.0,0.0,12.0,3.0,0.0,4.0,6.0,0.0,1.0,3.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,39.0,8.0,2.0,10.0,7.0,1.0,0.0
2020-10-30,3.0,12.0,0.0,2.0,2.0,7.0,3.0,0.0,12.0,0.0,3.0,0.0,12.0,3.0,16.0,3.0,-1.0,2.0,1.0,4.0,0.0,4.0,10.0,1.0,3.0,0.0,1.0,65.0,12.0,4.0,39.0,8.0,5.0,0.0
2020-11-02,1.0,11.0,3.0,0.0,3.0,3.0,7.0,0.0,6.0,2.0,9.0,5.0,5.0,3.0,3.0,1.0,0.0,2.0,4.0,2.0,1.0,4.0,0.0,4.0,1.0,3.0,0.0,35.0,10.0,3.0,20.0,12.0,11.0,0.0
2020-11-06,0.0,7.0,7.0,1.0,3.0,7.0,8.0,0.0,5.0,0.0,2.0,16.0,6.0,0.0,9.0,2.0,1.0,-1.0,2.0,10.0,0.0,0.0,5.0,10.0,3.0,3.0,3.0,63.0,7.0,2.0,19.0,11.0,2.0,3.0
2020-11-09,1.0,4.0,4.0,1.0,2.0,16.0,3.0,1.0,4.0,0.0,2.0,15.0,5.0,3.0,5.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,52.0,4.0,4.0,24.0,5.0,4.0,-2.0
2020-11-13,1.0,3.0,0.0,3.0,4.0,5.0,4.0,0.0,3.0,0.0,0.0,7.0,4.0,2.0,3.0,2.0,0.0,2.0,5.0,1.0,1.0,2.0,2.0,13.0,1.0,2.0,1.0,53.0,6.0,7.0,17.0,11.0,7.0,-1.0
2020-11-16,1.0,3.0,0.0,0.0,4.0,22.0,8.0,0.0,4.0,0.0,0.0,9.0,2.0,0.0,5.0,0.0,0.0,3.0,6.0,8.0,0.0,1.0,4.0,6.0,1.0,1.0,0.0,39.0,8.0,2.0,28.0,4.0,11.0,5.0
2020-11-20,2.0,8.0,0.0,4.0,8.0,5.0,11.0,0.0,6.0,0.0,1.0,2.0,1.0,2.0,11.0,3.0,0.0,3.0,5.0,0.0,0.0,2.0,7.0,2.0,0.0,2.0,0.0,48.0,5.0,4.0,18.0,2.0,11.0,-1.0
2020-11-23,0.0,1.0,2.0,1.0,6.0,8.0,8.0,2.0,4.0,0.0,0.0,9.0,1.0,6.0,3.0,0.0,0.0,7.0,1.0,0.0,1.0,5.0,10.0,1.0,0.0,1.0,0.0,45.0,7.0,10.0,24.0,3.0,7.0,1.0
2020-11-27,1.0,2.0,5.0,2.0,7.0,6.0,8.0,2.0,10.0,0.0,0.0,6.0,3.0,11.0,2.0,1.0,1.0,2.0,-1.0,0.0,0.0,7.0,1.0,3.0,0.0,0.0,1.0,69.0,6.0,8.0,24.0,6.0,2.0,0.0
2020-11-30,2.0,-1.0,0.0,0.0,7.0,9.0,6.0,1.0,2.0,0.0,0.0,7.0,2.0,11.0,2.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,51.0,7.0,1.0,12.0,3.0,6.0,1.0
2020-12-04,3.0,1.0,1.0,1.0,29.0,13.0,4.0,1.0,2.0,0.0,1.0,13.0,9.0,4.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,68.0,18.0,10.0,29.0,5.0,2.0,0.0
2020-12-07,1.0,5.0,2.0,3.0,23.0,18.0,3.0,1.0,1.0,0.0,0.0,10.0,7.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,44.0,12.0,3.0,12.0,3.0,5.0,2.0
2020-12-11,4.0,3.0,4.0,9.0,16.0,24.0,4.0,0.0,6.0,0.0,1.0,3.0,1.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,4.0,78.0,12.0,6.0,21.0,12.0,10.0,0.0
2020-12-14,3.0,1.0,2.0,3.0,17.0,8.0,6.0,0.0,2.0,2.0,2.0,9.0,2.0,5.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,-1.0,58.0,8.0,7.0,22.0,2.0,7.0,0.0
2020-12-18,5.0,6.0,3.0,3.0,8.0,17.0,6.0,0.0,11.0,4.0,2.0,14.0,1.0,9.0,5.0,0.0,4.0,2.0,0.0,1.0,0.0,7.0,1.0,3.0,4.0,0.0,0.0,77.0,15.0,10.0,34.0,4.0,9.0,0.0
2020-12-21,0.0,4.0,2.0,3.0,8.0,4.0,7.0,0.0,10.0,3.0,1.0,11.0,1.0,7.0,3.0,2.0,0.0,1.0,0.0,20.0,1.0,7.0,11.0,5.0,0.0,0.0,1.0,85.0,16.0,7.0,18.0,9.0,4.0,2.0
2020-12-25,1.0,13.0,3.0,1.0,7.0,7.0,11.0,0.0,7.0,1.0,0.0,16.0,1.0,7.0,3.0,1.0,2.0,6.0,3.0,13.0,3.0,1.0,3.0,5.0,2.0,4.0,2.0,93.0,17.0,8.0,16.0,14.0,9.0,2.0
2020-12-28,2.0,3.0,4.0,1.0,5.0,4.0,12.0,1.0,4.0,0.0,2.0,6.0,1.0,9.0,4.0,1.0,0.0,0.0,6.0,14.0,2.0,2.0,16.0,3.0,0.0,0.0,2.0,59.0,14.0,8.0,17.0,12.0,14.0,3.0
2021-01-01,13.0,10.0,5.0,1.0,7.0,6.0,12.0,2.0,9.0,4.0,2.0,34.0,2.0,10.0,7.0,4.0,1.0,4.0,5.0,11.0,9.0,11.0,14.0,1.0,1.0,3.0,3.0,117.0,27.0,8.0,25.0,30.0,26.0,0.0
2021-01-04,12.0,2.0,7.0,0.0,7.0,3.0,8.0,1.0,28.0,6.0,1.0,13.0,1.0,6.0,2.0,1.0,1.0,6.0,4.0,9.0,9.0,5.0,8.0,1.0,0.0,0.0,1.0,42.0,23.0,6.0,13.0,40.0,31.0,4.0
2021-01-08,4.0,7.0,16.0,3.0,7.0,21.0,19.0,0.0,23.0,22.0,1.0,17.0,8.0,3.0,19.0,13.0,0.0,14.0,8.0,7.0,8.0,4.0,12.0,10.0,3.0,5.0,5.0,130.0,46.0,20.0,31.0,71.0,39.0,4.0
2021-01-11,24.0,6.0,4.0,0.0,7.0,8.0,17.0,0.0,29.0,2.0,2.0,18.0,5.0,3.0,5.0,8.0,0.0,8.0,17.0,2.0,7.0,16.0,20.0,8.0,5.0,1.0,15.0,116.0,29.0,15.0,25.0,59.0,32.0,5.0
2021-01-15,0.0,11.0,12.0,4.0,12.0,7.0,28.0,0.0,22.0,-1.0,1.0,13.0,14.0,2.0,15.0,4.0,0.0,14.0,8.0,3.0,5.0,17.0,9.0,6.0,1.0,2.0,13.0,149.0,40.0,22.0,36.0,70.0,27.0,0.0
2021-01-18,5.0,8.0,3.0,1.0,13.0,6.0,10.0,0.0,12.0,1.0,1.0,19.0,4.0,1.0,9.0,9.0,0.0,16.0,7.0,5.0,6.0,14.0,6.0,4.0,2.0,7.0,8.0,143.0,42.0,15.0,20.0,70.0,35.0,0.0
2021-01-22,9.0,12.0,5.0,15.0,15.0,11.0,29.0,0.0,21.0,2.0,1.0,36.0,6.0,4.0,21.0,11.0,0.0,11.0,3.0,5.0,4.0,21.0,11.0,19.0,2.0,2.0,16.0,206.0,58.0,26.0,61.0,124.0,60.0,3.0
2021-01-25,2.0,8.0,2.0,4.0,14.0,8.0,7.0,0.0,12.0,0.0,0.0,15.0,7.0,4.0,2.0,11.0,1.0,15.0,5.0,5.0,5.0,19.0,14.0,5.0,1.0,3.0,6.0,165.0,47.0,27.0,36.0,88.0,29.0,11.0
2021-01-29,2.0,12.0,7.0,25.0,18.0,9.0,40.0,1.0,21.0,2.0,1.0,28.0,10.0,3.0,28.0,10.0,3.0,23.0,6.0,9.0,6.0,36.0,11.0,15.0,7.0,3.0,23.0,211.0,69.0,41.0,47.0,118.0,43.0,2.0
2021-02-01,6.0,13.0,4.0,6.0,21.0,20.0,22.0,3.0,33.0,1.0,1.0,26.0,12.0,4.0,13.0,14.0,2.0,16.0,3.0,3.0,12.0,16.0,8.0,14.0,1.0,2.0,10.0,124.0,42.0,27.0,52.0,60.0,55.0,8.0
2021-02-05,5.0,21.0,2.0,8.0,12.0,13.0,30.0,0.0,14.0,6.0,3.0,21.0,16.0,6.0,8.0,10.0,-1.0,3.0,8.0,11.0,12.0,14.0,2.0,11.0,9.0,8.0,15.0,157.0,72.0,25.0,49.0,47.0,29.0,-1.0
2021-02-08,3.0,25.0,1.0,2.0,6.0,24.0,29.0,5.0,19.0,5.0,1.0,22.0,5.0,6.0,17.0,9.0,1.0,10.0,15.0,1.0,9.0,7.0,10.0,8.0,10.0,1.0,11.0,118.0,52.0,20.0,42.0,52.0,27.0,13.0
2021-02-12,0.0,20.0,1.0,3.0,5.0,14.0,23.0,0.0,32.0,6.0,0.0,21.0,9.0,5.0,18.0,12.0,0.0,6.0,7.0,4.0,4.0,6.0,21.0,22.0,26.0,0.0,10.0,133.0,66.0,20.0,42.0,40.0,16.0,5.0
2021-02-15,8.0,26.0,4.0,3.0,14.0,6.0,21.0,3.0,27.0,3.0,0.0,13.0,5.0,9.0,7.0,12.0,0.0,3.0,14.0,4.0,19.0,13.0,14.0,12.0,9.0,3.0,11.0,113.0,59.0,8.0,34.0,37.0,8.0,12.0
2021-02-19,9.0,19.0,3.0,3.0,15.0,23.0,21.0,1.0,17.0,7.0,2.0,22.0,2.0,8.0,13.0,23.0,6.0,14.0,2.0,0.0,14.0,15.0,11.0,14.0,9.0,1.0,4.0,115.0,71.0,10.0,39.0,41.0,13.0,-6.0
2021-02-22,5.0,8.0,3.0,7.0,10.0,10.0,15.0,0.0,17.0,-2.0,0.0,25.0,6.0,4.0,12.0,6.0,8.0,9.0,12.0,1.0,12.0,13.0,8.0,21.0,4.0,1.0,3.0,111.0,37.0,12.0,39.0,51.0,8.0,0.0
