NOM_REGION,CLAVE_REGION,NOM_MUN,CLAVE_MUN,POB_TOTAL_INE_2020,POB_HOM_INE_2020,POR_HOM_INE_2020,POB_MUJ_INE_2020,POR_MUJ_INE_2020,POB_EDAD_0_14_INE_2020,POR_EDAD_0_14_INE_2020,POB_EDAD_15_64_INE_2020,POR_EDAD_15_64_INE_2020,POB_EDAD_65+_INE_2020,POR_EDAD_65+_INE_2020,POB_TOTAL_INE_2023,POB_HOM_INE_2023,POB_MUJ_INE_2023,POB_EDAD_0_14_INE_2023,POB_EDAD_15_64_INE_2023,POB_EDAD_MAS_65_INE_2023,SUPERFICIE,DENSIDAD_INE_2020,DENSIDAD_INE_2023,POB_RURAL_INI_2017,POB_ETNIA_INE_2017,POB_MIGRANTE_INE_2017,POBREZA_ING_MIDESO_2017,POBREZA_MULTI_MIDESO_2017,POBREZA_ING_MIDESO_2020,POBREZA_ING_MIDESO_2022,POBREZA_ING_EXTR,POBREZA_MULTI_MIDESO_2022,MARGINACION,VULNERABILIDAD_SOCIAL,VULNERABILIDAD_SOCIAL_PUNTAJE,PRIORIDAD_SOCIAL,REZAGO_SOCIAL,TASA MORTALIDAD 2020,TASA MORTALIDAD 2021,TASA EGRESOS 2020 por 100 mil,TASA EGRESOS 2021 por 100 mil
Tarapaca,1,Iquique,1101,223463,112479,50,110984,50,44909,20.0968393,156452,70.01248529,22102,9.890675414,230.595,115.897,114.698,19.45,69.54,11.0,2287.62,9768.0,10080.0,1.26,17.63,13.75,0.044000000000000004,0.19699999999999998,0.12300000000000001,0.079,,0.183,,Medio-baja,-5.643147877,,,89.95,188.44,295.8,594.82
Tarapaca,1,Alto Hospicio,1107,129999,65487,50,64512,50,35632,27.40944161,88381,67.98590758,5986,4.604650805,140.282,70.564,69.718,26.85,67.97,5.18,573.85,22654.0,24446.0,2.3,30.59,11.02,0.078,0.275,0.161,0.153,,0.326,,Alta,12.59333596,,,58.46,99.94,205.39,414.66
Tarapaca,1,Pozo Almonte,1401,17395,9077,52,8318,48,4285,24.63351538,11629,66.85254383,1481,8.513940788,18.452,9.61,8.842,23.95,66.48,9.57,13769.12,126.0,134.0,35.75,43.04,11.26,0.109,0.38799999999999996,0.157,0.153,,0.25,,Medio-alta,8.020496975,,,97.73,72.82,241.45,431.3
Tarapaca,1,Camina,1402,1375,705,51,670,49,287,20.87272727,849,61.74545455,239,17.38181818,1.379,706.0,673.0,20.16,60.62,19.22,2199.69,63.0,63.0,100.0,87.79,13.69,0.264,0.518,0.228,0.24,,0.223,,Alta,33.67387355,,,218.18,216.76,363.64,650.29
Tarapaca,1,Colchane,1403,1583,826,52,757,48,268,16.92987997,1034,65.31901453,281,17.7511055,1.569,820.0,749.0,16.51,64.12,19.38,4007.03,40.0,39.0,100.0,84.72,10.13,0.139,0.635,0.212,0.223,,0.3,,Alta,35.71564291,,,126.34,62.97,379.03,314.86
Tarapaca,1,Huara,1404,3000,1559,52,1441,48,680,22.66666667,1832,61.06666667,488,16.26666667,3.08,1.601,1.479,21.75,60.32,17.92,10471.19,29.0,29.0,59.38,63.08,2.69,0.188,0.465,0.20199999999999999,0.18100000000000002,,0.386,,Alta,19.15544333,,,66.67,197.17,800.0,690.11
Tarapaca,1,Pica,1405,5958,3012,51,2946,49,1350,22.65861027,3717,62.38670695,891,14.95468278,6.231,3.149,3.082,21.79,61.61,16.59,8983.82,66.0,69.0,57.92,46.47,15.77,0.086,0.32299999999999995,0.168,0.107,,0.168,,Medio-alta,6.791320282,,,83.92,147.9,469.96,312.24
Antofagasta,2,Antofagasta,2101,425725,213732,50,211993,50,87262,20.49726936,303988,71.40478008,34475,8.097950555,441.211,221.328,219.883,19.73,71.41,8.86,30691.17,1387.0,1438.0,2.15,8.06,9.89,0.051,0.166,0.08199999999999999,0.07200000000000001,,0.16699999999999998,,Medio-baja,-6.603716021,,,65.77,112.29,287.27,429.32
Antofagasta,2,Mejillones,2102,14776,7716,52,7060,48,3100,20.97996751,10722,72.56361668,954,6.456415809,15.659,8.137,7.522,20.22,72.69,7.09,3568.84,414.0,439.0,3.81,9.71,14.34,0.077,0.22,0.128,0.071,,0.19899999999999998,,Medio-baja,-2.666861585,,,40.61,72.52,351.92,560.39
Antofagasta,2,Sierra Gorda,2103,1746,923,53,823,47,360,20.6185567,1293,74.05498282,93,5.326460481,1.792,945.0,847.0,20.03,74.11,5.86,12880.42,14.0,14.0,100.0,13.7,15.3,0.013999999999999999,0.253,0.128,0.021,,0.165,,Medio-baja,-9.843145556,,,0.0,112.87,57.27,112.87
Antofagasta,2,Taltal,2104,13657,6958,51,6699,49,3153,23.08706158,9127,66.83019697,1377,10.08274145,13.929,7.077,6.852,22.1,66.91,10.99,20403.06,67.0,68.0,16.48,26.88,3.09,0.035,0.26,0.131,0.115,,0.21100000000000002,,Medio-alta,0.603734304,,,36.61,50.7,131.8,362.16
Antofagasta,2,Calama,2201,190336,95909,50,94427,50,42269,22.20756977,134551,70.6913038,13516,7.101126429,195.423,98.356,97.067,21.35,70.88,7.77,15588.25,1221.0,1254.0,4.37,24.9,11.12,0.046,0.13699999999999998,0.106,0.081,,0.168,,Medio-baja,-3.481442183,,,167.6,111.2,712.42,650.66
Antofagasta,2,Ollagüe,2202,287,152,53,135,47,58,20.20905923,196,68.29268293,33,11.49825784,274.0,146.0,128.0,19.34,68.25,12.41,2918.48,10.0,9.0,100.0,68.47,26.33,0.20199999999999999,0.353,0.132,0.087,,0.161,,Medio-alta,6.215830966,,,0.0,0.0,0.0,0.0
Antofagasta,2,San Pedro de Atacama,2203,10434,5262,50,5172,50,2051,19.65689093,7621,73.04006134,762,7.303047729,10.929,5.511,5.418,18.83,73.2,7.97,23543.23,44.0,46.0,49.76,51.53,16.72,0.04,0.221,0.146,0.049,,0.225,,Medio-alta,2.155310939,,,124.59,131.15,67.09,131.15
Antofagasta,2,Tocopilla,2301,28079,14059,50,14020,50,6527,23.24512981,18449,65.70390683,3103,11.05096335,28.333,14.188,14.145,22.25,65.73,12.02,4030.68,697.0,703.0,2.2,8.22,4.96,0.10400000000000001,0.201,0.086,0.10400000000000001,,0.205,,Medio-baja,-1.536468274,,,56.98,145.32,409.56,910.9
Antofagasta,2,Maria Elena,2302,6814,3499,51,3315,49,1400,20.54593484,4988,73.2022307,426,6.251834458,6.592,3.384,3.208,19.77,73.44,6.8,12431.78,55.0,53.0,23.73,12.61,5.31,0.05,0.185,0.17600000000000002,0.055999999999999994,,0.152,,Medio-baja,-12.13346293,,,176.11,59.06,176.11,206.7
Atacama,3,Copiapo,3101,171766,86464,50,85302,50,38423,22.36938626,116772,67.98318643,16571,9.647427314,175.24,88.082,87.158,21.55,67.62,10.82,17780.48,966.0,986.0,1.93,17.8,3.65,0.063,0.233,0.083,0.07200000000000001,,0.198,,Medio-baja,-6.21929651,,,37.84,115.44,139.72,346.31
Atacama,3,Caldera,3102,19426,9885,51,9541,49,4309,22.18161227,12966,66.74559868,2151,11.07278905,19.86,10.086,9.774,21.26,66.36,12.37,3680.55,528.0,540.0,10.68,18.55,2.49,0.10400000000000001,0.204,0.102,0.040999999999999995,,0.19699999999999998,,Medio-baja,-3.857266211,,,10.3,61.19,56.63,198.86
Atacama,3,Tierra Amarilla,3103,14312,7408,52,6904,48,3335,23.30212409,9706,67.81721632,1271,8.880659586,14.419,7.451,6.968,22.46,67.57,9.97,11252.15,127.0,128.0,29.13,31.47,3.9,0.14300000000000002,0.314,0.121,0.069,,0.345,,Medio-alta,9.45913649,,,13.97,111.31,118.78,194.8
Atacama,3,Chanaral,3201,13164,6685,51,6479,49,3082,23.41233668,8470,64.34214524,1612,12.24551808,13.062,6.625,6.437,22.46,63.88,13.66,5771.24,228.0,226.0,9.3,10.72,1.19,0.121,0.252,0.102,0.115,,0.228,,Medio-alta,3.284463608,,,7.6,212.94,235.49,501.94
Atacama,3,Diego de Almagro,3202,14358,7312,51,7046,49,3519,24.50898454,9667,67.32831871,1172,8.162696754,14.019,7.122,6.897,23.56,67.33,9.11,18976.13,76.0,74.0,4.81,12.99,2.58,0.076,0.17800000000000002,0.08,0.057,,0.18899999999999997,,Medio-baja,-4.502755333,,,27.86,56.11,215.91,287.56
Atacama,3,Vallenar,3301,57009,28591,50,28418,50,12663,22.21228227,36839,64.61962146,7507,13.16809627,57.338,28.762,28.576,21.29,64.07,14.64,7226.96,789.0,793.0,11.36,24.58,1.66,0.08800000000000001,0.212,0.098,0.107,,0.165,,Medio-baja,-0.64669594,,,43.85,101.36,201.72,391.44
Atacama,3,Alto del Carmen,3302,5729,2960,52,2769,48,1120,19.54965963,3588,62.62873102,1021,17.82160936,5.775,2.978,2.797,18.53,61.78,19.69,6155.81,93.0,94.0,100.0,53.03,1.38,0.153,0.28300000000000003,0.125,0.151,,0.27899999999999997,,Medio-alta,9.391899586,,,17.46,69.52,17.46,139.03
Atacama,3,Freirina,3303,7681,3890,51,3791,49,1734,22.57518552,4900,63.79377685,1047,13.63103763,7.81,3.948,3.862,21.57,63.25,15.17,3223.52,238.0,242.0,34.82,16.07,0.55,0.157,0.32899999999999996,0.125,0.134,,0.28600000000000003,,Medio-alta,5.88095079,,,52.08,129.22,104.15,90.45
Atacama,3,Huasco,3304,11264,5744,51,5520,49,2455,21.79509943,7324,65.02130682,1485,13.18359375,11.525,5.868,5.657,20.84,64.46,14.7,1601.71,703.0,720.0,12.29,15.78,1.68,0.09699999999999999,0.17300000000000001,0.09300000000000001,0.114,,0.17800000000000002,,Medio-baja,-4.003795208,,,53.27,52.75,150.92,167.05
Coquimbo,4,La Serena,4101,249656,121768,49,127888,51,49770,19.93543115,170296,68.21226007,29590,11.85230878,263.144,128.252,134.892,19.3,67.57,13.13,1901.45,13130.0,13839.0,9.23,8.86,2.35,0.102,0.201,0.11599999999999999,0.059000000000000004,,0.131,,Medio-baja,-7.815033652,,,31.24,104.93,30.04,83.32
Coquimbo,4,Coquimbo,4102,256735,125378,49,131357,51,54056,21.05517362,173157,67.44580988,29522,11.4990165,271.095,132.176,138.919,20.36,66.91,12.74,1425.08,18015.0,19023.0,5.79,8.33,2.27,0.134,0.18,0.10800000000000001,0.071,,0.16699999999999998,,Medio-baja,-4.83227172,,,40.9,107.71,133.21,229.94
Coquimbo,4,Andacollo,4103,11791,5852,50,5939,50,2435,20.65134425,7620,64.62556187,1736,14.72309389,11.833,5.871,5.962,19.87,63.9,16.23,514.8,2290.0,2299.0,9.38,6.35,0.45,0.14800000000000002,0.261,0.11199999999999999,0.105,,0.19399999999999998,,Medio-alta,2.844407032,,,25.44,143.85,50.89,152.31
Coquimbo,4,La Higuera,4104,4450,2245,50,2205,50,967,21.73033708,2815,63.25842697,668,15.01123596,4.517,2.276,2.241,20.79,62.67,16.54,4161.33,107.0,109.0,69.51,11.96,1.0,0.205,0.40299999999999997,0.156,0.107,,0.295,,Alta,10.23588483,,,22.47,200.98,0.0,44.66
Coquimbo,4,Paihuano,4105,4675,2306,49,2369,51,836,17.88235294,3087,66.03208556,752,16.0855615,4.705,2.319,2.386,17.13,65.12,17.75,1513.76,309.0,311.0,100.0,8.52,1.57,0.105,0.207,0.121,0.083,,0.151,,Medio-baja,-0.860775026,,,106.95,127.93,85.56,319.83
Coquimbo,4,Vicuna,4106,29741,14665,49,15076,51,6159,20.70878585,19543,65.71063515,4039,13.580579,30.37,14.945,15.425,19.94,65.05,15.0,7579.52,392.0,401.0,38.81,11.28,1.62,0.12300000000000001,0.23199999999999998,0.14,0.109,,0.195,,Medio-alta,3.593466399,,,47.07,130.04,50.44,276.76
Coquimbo,4,Illapel,4201,32801,15962,49,16839,51,6684,20.37742752,21115,64.37303741,5002,15.24953508,32.987,16.034,16.953,19.58,63.68,16.74,2628.12,1248.0,1255.0,31.76,7.05,1.03,0.12,0.254,0.11900000000000001,0.081,,0.17,,Medio-alta,1.433824311,,,12.19,82.07,54.88,130.7
Coquimbo,4,Canela,4202,9546,4769,50,4777,50,1624,17.0123612,5859,61.37649277,2063,21.61114603,9.524,4.757,4.767,16.26,60.28,23.46,2196.67,435.0,434.0,78.44,4.71,0.35,0.251,0.435,0.146,0.163,,0.239,,Alta,11.7022154,,,41.9,178.05,20.95,104.73
Coquimbo,4,Los Vilos,4203,23374,11728,50,11646,50,4702,20.11636861,15342,65.6370326,3330,14.24659878,24.17,12.141,12.029,19.34,64.99,15.67,1858.9,1257.0,1300.0,20.05,6.47,2.72,0.138,0.295,0.149,0.085,,0.209,,Medio-baja,-2.910276993,,,68.45,109.85,102.68,164.78
Coquimbo,4,Salamanca,4204,29110,14508,50,14602,50,5812,19.96564754,19033,65.38302989,4265,14.65132257,29.743,14.823,14.92,19.2,64.71,16.09,3445.03,845.0,863.0,42.74,9.46,1.63,0.125,0.272,0.096,0.091,,0.14,,Medio-alta,0.187518295,,,37.79,122.62,61.83,405.33
Coquimbo,4,Ovalle,4301,121269,59332,49,61937,51,25313,20.87343014,80095,66.04738227,15861,13.07918759,123.724,60.554,63.17,20.14,65.42,14.44,3549.86,3416.0,3485.0,21.33,10.36,1.21,0.057,0.261,0.111,0.095,,0.18,,Medio-baja,-0.687952617,,,60.2,121.89,164.92,308.41
Coquimbo,4,Combarbala,4302,13884,6847,49,7037,51,2396,17.25727456,8615,62.04984154,2873,20.6928839,13.87,6.835,7.035,16.46,61.01,22.53,2296.44,605.0,604.0,54.98,9.86,0.49,0.162,0.335,0.134,0.11,,0.22399999999999998,,Medio-alta,6.871876615,,,21.61,172.75,64.82,467.86
Coquimbo,4,Monte Patria,4303,32527,16092,49,16435,51,6752,20.75813939,21116,64.9183755,4659,14.3234851,32.657,16.156,16.501,20.0,64.21,15.79,4211.12,772.0,775.0,50.12,9.22,0.53,0.214,0.335,0.16,0.128,,0.23199999999999998,,Medio-alta,9.646232963,,,30.74,107.34,116.83,263.75
Coquimbo,4,Punitaqui,4304,12165,6010,49,6155,51,2570,21.12618167,7619,62.63049733,1976,16.243321,12.438,6.137,6.301,20.26,61.83,17.9,1092.75,1113.0,1138.0,46.62,12.69,0.53,0.252,0.36,0.145,0.145,,0.268,,Alta,12.84889197,,,57.54,114.09,164.41,228.18
Coquimbo,4,Rio Hurtado,4305,4372,2152,49,2220,51,720,16.4684355,2711,62.00823422,941,21.52333028,4.326,2.124,2.202,15.67,60.86,23.46,2204.57,198.0,196.0,100.0,6.33,0.57,0.172,0.4,0.13,0.078,,0.228,,Medio-alta,9.724037104,,,0.0,68.79,22.87,206.37
Valparaiso,5,Valparaiso,5101,315732,155018,49,160714,51,54027,17.11166432,216315,68.51221922,45390,14.37611645,319.745,157.12,162.625,16.56,67.58,15.86,318.01,99284.0,1.00546,0.25,6.99,1.98,0.071,0.191,0.133,0.07400000000000001,,0.191,,Medio-baja,-10.57484975,,,81.71,180.52,231.53,620.31
Valparaiso,5,Casablanca,5102,29170,14399,49,14771,51,5744,19.69146383,19600,67.19232088,3826,13.11621529,30.212,14.907,15.305,19.03,66.49,14.47,954.61,3056.0,3165.0,33.0,6.41,1.75,0.08900000000000001,0.16899999999999998,0.096,0.08199999999999999,,0.196,,Medio-baja,-6.218885447,,,58.28,98.12,143.98,382.33
Valparaiso,5,Concon,5103,45889,22442,49,23447,51,8667,18.88687921,31443,68.51968881,5779,12.59343198,47.642,23.313,24.329,18.29,67.8,13.91,76.65,59871.0,62158.0,6.51,5.55,4.1,0.024,0.171,0.08199999999999999,0.027000000000000003,,0.134,,Baja,-14.60242922,,,61.02,92.42,98.06,300.9
Valparaiso,5,Juan Fernandez,5104,1033,523,51,510,49,208,20.13552759,719,69.60309777,106,10.26137464,1.087,552.0,535.0,19.5,69.37,11.13,103.99,993.0,1045.0,100.0,6.74,2.91,0.051,0.17600000000000002,0.122,0.025,,0.055999999999999994,,Medio-baja,-7.832767937,,,0.0,0.0,96.81,284.9
Valparaiso,5,Puchuncavi,5105,20071,9971,50,10100,50,3871,19.28653281,13093,65.23342135,3107,15.48004584,20.959,10.4,10.559,18.57,64.41,17.02,300.58,6678.0,6973.0,14.49,6.38,2.12,0.084,0.27899999999999997,0.133,0.033,,0.316,,Medio-baja,-4.774601444,,,59.79,88.27,139.5,259.92
Valparaiso,5,Quintero,5107,36135,17858,49,18277,51,7203,19.9335824,23788,65.83091186,5144,14.23550574,38.04,18.796,19.244,19.25,65.05,15.71,146.16,24722.0,26026.0,15.78,7.44,2.21,0.053,0.26899999999999996,0.136,0.077,,0.23399999999999999,,Medio-baja,-5.225435791,,,71.95,105.92,182.65,450.83
Valparaiso,5,Vina del Mar,5109,361371,174976,48,186395,52,57641,15.95064352,246606,68.24177922,57124,15.80757725,369.303,178.425,190.878,15.41,67.16,17.43,120.57,2.99712,3.0629,0.0,6.35,2.84,0.052000000000000005,0.171,0.11,0.065,,0.149,,Baja,-14.46691496,,,71.95,154.2,209.48,336.38
Valparaiso,5,Isla de Pascua,5201,8277,4089,49,4188,51,1816,21.94031654,5933,71.68056059,528,6.379122871,8.743,4.316,4.427,21.32,71.59,7.09,164.1,5044.0,5328.0,5.52,53.29,4.67,0.081,0.217,0.11800000000000001,0.054000000000000006,,0.125,,Medio-baja,-11.76781808,,,0.0,23.68,0.0,35.52
Valparaiso,5,Los Andes,5301,68093,33314,49,34779,51,13530,19.86988384,45484,66.79688074,9079,13.33323543,68.788,33.634,35.154,19.2,66.1,14.7,1233.67,5520.0,5576.0,8.53,5.74,2.47,0.07,0.11900000000000001,0.10300000000000001,0.081,,0.152,,Medio-baja,-10.14956605,,,91.05,156.43,262.88,402.04
Valparaiso,5,Calle Larga,5302,16482,8119,49,8363,51,3598,21.82987502,10893,66.09028031,1991,12.07984468,17.388,8.552,8.836,21.1,65.53,13.37,322.09,5117.0,5398.0,27.92,6.05,1.3,0.172,0.168,0.115,0.07,,0.145,,Medio-baja,-2.229163744,,,60.67,83.31,145.61,291.6
Valparaiso,5,Rinconada,5303,11263,5592,50,5671,50,2512,22.3031164,7438,66.03924354,1313,11.65764006,11.847,5.88,5.967,21.59,65.53,12.88,123.07,9151.0,9626.0,20.99,6.85,1.4,0.105,0.222,0.121,0.081,,0.251,,Medio-baja,-2.830828941,,,62.15,87.18,88.79,156.92
Valparaiso,5,San Esteban,5304,20643,10172,49,10471,51,4341,21.02892022,13669,66.21615075,2633,12.75492903,21.493,10.593,10.9,20.29,65.62,14.09,1374.11,1502.0,1564.0,39.69,5.49,1.2,0.107,0.126,0.10800000000000001,0.085,,0.21,,Medio-baja,-3.872869824,,,58.13,62.05,87.2,267.28
Valparaiso,5,La Ligua,5401,37739,18546,49,19193,51,7298,19.33808527,24974,66.17557434,5467,14.48634039,38.259,18.787,19.472,18.64,65.4,15.96,1164.52,3241.0,3285.0,26.51,7.94,1.16,0.16699999999999998,0.249,0.132,0.08199999999999999,,0.23600000000000002,,Medio-baja,-2.519491192,,,124.54,123.82,323.27,532.18
Valparaiso,5,Cabildo,5402,20663,10168,49,10495,51,4348,21.04244301,13561,65.62938586,2754,13.32817113,20.748,10.208,10.54,20.34,64.97,14.69,1456.17,1419.0,1425.0,37.21,5.0,0.78,0.16399999999999998,0.253,0.086,0.08900000000000001,,0.205,,Medio-alta,2.47352867,,,116.15,101.38,319.41,337.92
Valparaiso,5,Papudo,5403,6201,3090,50,3111,50,1140,18.38413159,4179,67.39235607,882,14.22351234,6.385,3.175,3.21,17.82,66.48,15.69,166.62,3722.0,3832.0,14.82,9.06,1.41,0.076,0.191,0.135,0.073,,0.18899999999999997,,Medio-baja,-9.791578288,,,129.01,79.74,403.16,223.29
Valparaiso,5,Petorca,5404,10558,5246,50,5312,50,1917,18.15684789,6984,66.14889184,1657,15.69426028,10.615,5.276,5.339,17.46,65.25,17.3,1516.52,696.0,700.0,58.24,6.87,1.72,0.102,0.193,0.115,0.045,,0.165,,Medio-alta,1.421550723,,,47.36,151.09,198.9,169.97
Valparaiso,5,Zapallar,5405,7994,3976,50,4018,50,1422,17.78834126,5356,67.00025019,1216,15.21140856,8.281,4.118,4.163,17.08,66.21,16.71,289.02,2766.0,2865.0,31.69,7.34,2.18,0.045,0.24600000000000002,0.086,0.043,,0.266,,Medio-baja,-10.60129729,,,62.55,86.42,112.58,160.49
Valparaiso,5,Quillota,5501,97572,47609,49,49963,51,18774,19.24117575,65000,66.61747223,13798,14.14135203,100.196,48.896,51.3,18.58,65.83,15.59,301.57,32355.0,33225.0,13.46,5.72,1.97,0.099,0.198,0.102,0.053,,0.155,,Medio-baja,-5.754496963,,,81.99,144.07,171.16,420.04
Valparaiso,5,Calera,5502,53591,26287,49,27304,51,10515,19.62083186,35594,66.41786867,7482,13.96129947,53.855,26.413,27.442,18.96,65.64,15.4,59.3,90365.0,90811.0,3.73,5.97,1.86,0.158,0.231,0.133,0.071,,0.16699999999999998,,Medio-baja,-2.140259747,,,173.54,176.79,431.04,675.52
Valparaiso,5,Hijuelas,5503,19099,9494,50,9605,50,3821,20.00628305,12875,67.41190638,2403,12.58181057,19.389,9.64,9.749,19.33,66.74,13.93,268.96,7101.0,7209.0,34.76,4.98,1.5,0.09,0.321,0.132,0.091,,0.223,,Medio-alta,0.340243971,,,89.01,98.87,282.74,327.82
Valparaiso,5,La Cruz,5504,25321,12377,49,12944,51,5547,21.90671774,16973,67.03131788,2801,11.06196438,27.279,13.326,13.953,21.21,66.57,12.23,78.14,32406.0,34912.0,11.97,4.89,2.0,0.069,0.198,0.086,0.032,,0.14,,Medio-baja,-9.186127425,,,47.39,69.21,71.09,176.87
Valparaiso,5,Nogales,5506,23490,11586,49,11904,51,4695,19.98722861,15481,65.90464027,3314,14.10813112,23.621,11.649,11.972,19.33,65.11,15.56,405.2,5797.0,5829.0,15.1,5.77,0.98,0.077,0.391,0.125,0.055999999999999994,,0.151,,Medio-baja,-0.399217721,,,114.94,178.28,285.23,585.76
Valparaiso,5,San Antonio,5601,96761,47484,49,49277,51,19044,19.68148324,64483,66.64151879,13234,13.67699796,98.169,48.21,49.959,19.02,65.91,15.07,398.51,24281.0,24634.0,5.23,9.66,1.7,0.075,0.188,0.11599999999999999,0.066,,0.142,,Medio-baja,-6.088241025,,,70.28,182.9,224.26,988.46
Valparaiso,5,Algarrobo,5602,15174,7469,49,7705,51,2589,17.06207987,9486,62.514828,3099,20.42309213,15.886,7.829,8.057,16.34,61.36,22.31,175.51,8646.0,9052.0,21.12,8.47,2.89,0.033,0.16899999999999998,0.09699999999999999,0.061,,0.196,,Medio-baja,-9.501261216,,,105.44,174.92,158.17,518.27
Valparaiso,5,Cartagena,5603,25357,12521,49,12836,51,4912,19.37137674,15937,62.85049493,4508,17.77812833,26.652,13.153,13.499,18.63,61.84,19.53,244.56,10368.0,10898.0,8.32,9.47,1.58,0.069,0.23,0.184,0.07400000000000001,,0.284,,Medio-baja,-3.141819358,,,47.32,147.2,201.13,511.33
Valparaiso,5,El Quisco,5604,17742,8742,49,9000,51,3051,17.19648292,10721,60.42723481,3970,22.37628227,18.593,9.17,9.423,16.38,59.22,24.4,50.65,35026.0,36706.0,6.82,9.89,3.14,0.034,0.205,0.11900000000000001,0.09,,0.11699999999999999,,Medio-baja,-8.882306818,,,45.09,72.0,135.27,448.6
Valparaiso,5,El Tabo,5605,14338,7125,50,7213,50,2312,16.12498256,8746,60.99874459,3280,22.87627284,15.006,7.449,7.557,15.33,59.8,24.87,98.97,14487.0,15162.0,5.05,8.19,2.13,0.062,0.16899999999999998,0.151,0.033,,0.207,,Medio-baja,-7.017415027,,,90.67,143.96,237.13,527.87
Valparaiso,5,Santo Domingo,5606,11934,5914,50,6020,50,2376,19.90950226,7840,65.69465393,1718,14.39584381,12.456,6.171,6.285,19.18,65.01,15.81,531.67,2245.0,2343.0,42.97,6.77,2.56,0.04,0.171,0.083,0.06,,0.161,,Medio-baja,-9.245181313,,,8.38,65.97,167.59,263.9
Valparaiso,5,San Felipe,5701,83494,40846,49,42648,51,17201,20.60148035,55874,66.91977867,10419,12.47874099,86.062,42.101,43.961,19.94,66.28,13.77,186.86,44682.0,46056.0,9.4,5.87,3.57,0.08199999999999999,0.19899999999999998,0.11,0.07,,0.172,,Medio-baja,-5.970628912,,,62.28,150.39,210.79,412.1
Valparaiso,5,Catemu,5702,15213,7553,50,7660,50,3055,20.08150924,10033,65.95017419,2125,13.96831657,15.6,7.747,7.853,19.36,65.25,15.39,361.23,4211.0,4319.0,44.18,5.75,1.5,0.16899999999999998,0.223,0.11,0.12,,0.185,,Medio-alta,3.209032291,,,92.03,123.7,157.76,605.47
Valparaiso,5,Llaillay,5703,26533,13125,49,13408,51,5452,20.54799683,17554,66.1591226,3527,13.29288056,27.119,13.421,13.698,19.84,65.5,14.66,349.11,7600.0,7768.0,26.97,7.08,1.87,0.078,0.268,0.125,0.092,,0.155,,Medio-baja,-1.78774537,,,64.07,201.79,226.13,736.17
Valparaiso,5,Panquehue,5704,7633,3802,50,3831,50,1534,20.09694746,5135,67.27368007,964,12.62937246,7.794,3.883,3.911,19.45,66.65,13.9,121.09,6304.0,6437.0,47.67,4.44,0.84,0.102,0.228,0.107,0.095,,0.183,,Medio-alta,2.549544974,,,39.3,129.97,65.51,376.92
Valparaiso,5,Putaendo,5705,17645,8725,49,8920,51,3385,19.18390479,11434,64.80022669,2826,16.01586852,17.945,8.876,9.069,18.47,63.91,17.62,1450.77,1216.0,1237.0,59.81,6.97,1.51,0.09300000000000001,0.337,0.135,0.1,,0.23199999999999998,,Medio-alta,1.434187836,,,107.68,157.59,504.39,602.21
Valparaiso,5,Santa Maria,5706,16367,8105,50,8262,50,3267,19.96089693,10919,66.71350889,2181,13.32559418,16.827,8.337,8.49,19.25,66.04,14.71,165.72,9876.0,10154.0,35.78,5.95,0.87,0.129,0.158,0.12300000000000001,0.08900000000000001,,0.198,,Medio-baja,-0.818412354,,,42.77,139.07,103.87,338.59
Valparaiso,5,Quilpue,5801,167085,81080,49,86005,51,29511,17.66226771,111428,66.68940958,26146,15.64832271,172.073,83.495,88.578,17.05,65.73,17.22,536.04,31170.0,32101.0,1.39,6.84,1.78,0.053,0.121,0.09300000000000001,0.055,,0.16,,Medio-baja,-12.29594045,,,75.41,156.87,138.25,335.05
Valparaiso,5,Limache,5802,49931,24363,49,25568,51,9784,19.59504116,32700,65.49037672,7447,14.91458212,51.289,24.966,26.323,18.9,64.65,16.44,295.18,16915.0,17375.0,15.07,5.29,1.43,0.044000000000000004,0.303,0.105,0.069,,0.17600000000000002,,Medio-baja,-5.00832251,,,100.14,208.17,252.35,491.68
